"AU","Parameter","CollectionDate","ResultValue","ID","month_num","month_day","Season","temp_update","ph_update"
"AR_08020301_007","Ammonia",2019-03-26,0.0399999991059303,310975,3,"Mar-26","ELA",13,6.5
"AR_08020301_007","Ammonia",2019-04-02,0.0299999993294477,315737,4,"Apr-2","ELP",11,6.5
"AR_08020301_007","Ammonia",2019-05-21,0.0299999993294477,364721,5,"May-21","ELP",20,6.5
"AR_08020301_007","Ammonia",2019-06-25,0.0299999993294477,324846,6,"Jun-25","ELP",23,6.5
"AR_08020301_007","Ammonia",2019-07-01,0.0299999993294477,310721,7,"Jul-1","ELP",24,6.5
"AR_08020301_007","Ammonia",2019-08-27,0.0500000007450581,321942,8,"Aug-27","ELP",24,6.6
"AR_08020301_007","Ammonia",2019-09-03,0.0299999993294477,305833,9,"Sep-3","ELP",24,6.6
"AR_08020301_007","Ammonia",2019-10-08,0.0299999993294477,345541,10,"Oct-8","ELP",17,6.7
"AR_08020301_007","Ammonia",2019-11-19,0.0299999993294477,359232,11,"Nov-19","ELA",6,6.5
"AR_08020301_007","Ammonia",2019-12-03,0.0299999993294477,300792,12,"Dec-3","ELA",8,6.6
"AR_08020301_007","Ammonia",2020-01-28,0.0299999993294477,345663,1,"Jan-28","ELA",8,6.5
"AR_08020301_007","Ammonia",2020-02-25,0.0299999993294477,337511,2,"Feb-25","ELA",10,6.5
"AR_08020301_007","Ammonia",2020-03-03,0.0299999993294477,349176,3,"Mar-3","ELA",11,6.5
"AR_08020301_007","Ammonia",2020-04-28,0.0299999993294477,297475,4,"Apr-28","ELP",15,6.5
"AR_08020301_007","Ammonia",2020-05-19,0.0500000007450581,323895,5,"May-19","ELP",20,6.5
"AR_08020301_007","Ammonia",2020-06-02,0.0599999986588955,360077,6,"Jun-2","ELP",22,6.5
"AR_08020301_007","Ammonia",2020-07-07,0.0799999982118607,350498,7,"Jul-7","ELP",26,6.5
"AR_08020301_007","Ammonia",2020-08-04,0.119999997317791,345924,8,"Aug-4","ELP",24,6.7
"AR_08020301_007","Ammonia",2020-09-29,0.0500000007450581,321825,9,"Sep-29","ELP",19,6.7
"AR_08020301_007","Ammonia",2020-10-27,0.0399999991059303,330553,10,"Oct-27","ELP",13,6.6
"AR_08020301_007","Ammonia",2020-11-09,0.0299999993294477,303874,11,"Nov-9","ELA",17,6.5
"AR_08020301_007","Ammonia",2021-02-09,0.0299999993294477,315203,2,"Feb-9","ELA",5,6.5
"AR_08020301_007","Ammonia",2021-03-02,0.0299999993294477,351656,3,"Mar-2","ELA",8,6.5
